Brand,Name,Price,Year,Car case,Volume,Transmission,Mileage,Gear,Color
Toyota,RAV 4,12030000,2013,кроссовер,2.5,автомат,218540.0,полный привод,белый
Toyota,RAV 4,12790000,2016,кроссовер,2.0,вариатор,82754.0,передний привод,черный
Toyota,Camry,12860000,2016,седан,2.5,автомат,110998.0,передний привод,синий
Toyota,Fortuner,7700000,2006,внедорожник,2.7,автомат,294.0,полный привод,коричневый металлик
Porsche,Cayman,21000000,2011,купе,3.4,робот,38000.0,задний привод,белый
Geely,Monjaro,11990000,2023,кроссовер,2.0,автомат,0.0,полный привод,белый
Kia,K7,15000000,2020,седан,2.4,автомат,53000.0,передний привод,белый
Toyota,Highlander,17900000,2014,кроссовер,3.5,автомат,200000.0,полный привод,белый
Toyota,Ipsum,3700000,1996,минивэн,2.0,автомат,133558.6735723293,передний привод,зеленый
Haval,H9,21500000,2022,внедорожник,2.0,автомат,16000.0,полный привод,белый металлик
Volkswagen,e-Bora,9950000,2020,седан,0.0,автомат,21797.0,передний привод,белый
Volkswagen,ID.4,16200000,2022,кроссовер,0.0,автомат,7000.0,полный привод,белый металлик
Toyota,Camry,11900000,2015,седан,2.5,автомат,155000.0,передний привод,белый
Toyota,Fortuner,22600000,2022,внедорожник,2.7,автомат,60.0,полный привод,белый металлик
Kia,Carnival,12100000,2018,минивэн,2.2,автомат,116000.0,передний привод,черный металлик
Changan,UNI-K,14700000,2023,кроссовер,1.5,автомат,0.0,передний привод,белый металлик
Toyota,Land Cruiser,10000000,1999,внедорожник,4.2,автомат,340000.0,полный привод,синий
BMW,540,3900000,1993,седан,4.4,механика,365000.0,задний привод,серый металлик
Toyota,Land Cruiser,36500000,2016,внедорожник,4.6,автомат,84000.0,полный привод,черный металлик
Lexus,LS 460,8500000,2009,седан,4.6,автомат,133558.6735723293,полный привод,белый металлик
Hyundai,Sonata,15000000,2022,седан,2.5,автомат,16000.0,передний привод,белый металлик
Toyota,Land Cruiser,22700000,2014,внедорожник,4.5,автомат,176000.0,полный привод,черный
Kia,K5,9990000,2018,седан,2.0,автомат,138500.0,передний привод,черный металлик
Subaru,Legacy,2800000,1998,седан,2.5,автомат,319000.0,полный привод,черный
Nissan,Juke,7900000,2013,кроссовер,1.6,вариатор,96000.0,полный привод,серебристый металлик
BMW,740,11000000,2009,седан,3.0,автомат,187000.0,задний привод,черный металлик
ВАЗ (Lada),Kalina 2192 (хэтчбек),3600000,2017,хэтчбек,1.6,механика,100000.0,передний привод,коричневый металлик
Volkswagen,ID.4,13500000,2023,кроссовер,0.0,автомат,0.0,задний привод,серебристый металлик
BMW,530,25000000,2017,седан,2.0,автомат,75000.0,задний привод,белый металлик
Subaru,Tribeca,5800000,2007,кроссовер,3.0,автомат,222222.0,полный привод,черный металлик
Kia,K5,17500000,2022,седан,1.6,автомат,15000.0,передний привод,белый
Xpeng,G9,32880000,2023,кроссовер,0.0,автомат,0.0,задний привод,белый
Lexus,RX 500h,33990000,2023,кроссовер,2.4,автомат,0.0,полный привод,белый металлик
Zeekr,001,24450000,2023,лифтбек,0.0,автомат,0.0,полный привод,черный
Lexus,RX 300,4750000,1999,кроссовер,3.0,автомат,133558.6735723293,полный привод,белый
Land Rover,Range Rover,7700000,2007,внедорожник,3.6,автомат,133558.6735723293,полный привод,коричневый металлик
Toyota,Land Cruiser Prado,15180000,2011,внедорожник,2.7,автомат,190116.0,полный привод,белый
Toyota,Corolla,9630000,2017,седан,1.6,вариатор,121035.0,передний привод,белый
Chevrolet,Malibu,12100000,2022,седан,1.5,автомат,15000.0,передний привод,серый металлик
Alpina,B5,25000000,2006,седан,4.4,автомат,150000.0,задний привод,белый
Toyota,Camry,13980000,2018,седан,2.5,автомат,121991.0,передний привод,белый
Toyota,Highlander,13820000,2011,кроссовер,3.5,автомат,248520.0,полный привод,белый
Toyota,RAV 4,12220000,2014,кроссовер,2.0,вариатор,120190.0,полный привод,черный
Hyundai,Sonata,13980000,2021,седан,2.5,автомат,43159.0,передний привод,черный
Kia,Sportage,14120000,2021,кроссовер,2.0,автомат,45442.0,полный привод,серый
Kia,Optima,7300000,2017,седан,2.4,автомат,133558.6735723293,передний привод,черный металлик
Hyundai,Accent,6800000,2015,седан,1.6,автомат,161148.0,передний привод,белый
Hyundai,Bayon,10900000,2023,кроссовер,1.4,автомат,0.0,передний привод,белый
Hyundai,Tucson,12080000,2019,кроссовер,2.0,автомат,77809.0,полный привод,белый
Nissan,Qashqai,6950000,2013,кроссовер,1.6,вариатор,333503.0,передний привод,серый
Toyota,RAV 4,13950000,2017,кроссовер,2.0,вариатор,100514.0,полный привод,черный
Hyundai,Creta,11700000,2021,кроссовер,1.6,автомат,26862.0,передний привод,серый
Kia,Sportage,13610000,2021,кроссовер,2.0,автомат,18520.0,передний привод,серый
Nissan,Altima,3000000,2005,седан,2.5,автомат,33121.0,передний привод,белый
Subaru,Legacy,4400000,2005,седан,2.0,автомат,192600.0,полный привод,белый металлик
Chevrolet,Cruze,4800000,2014,хэтчбек,1.8,автомат,123000.0,передний привод,белый
Kia,Optima,12500000,2020,седан,2.4,автомат,106500.0,передний привод,серый металлик
Toyota,Corolla,4200000,2007,седан,1.6,автомат,133558.6735723293,передний привод,серебристый
Toyota,RAV 4,7850000,2008,кроссовер,2.0,автомат,133558.6735723293,полный привод,серебристый
Mitsubishi,ASX,6549450,2023,кроссовер,2.0,механика,0.0,передний привод,красный
Mitsubishi,Eclipse Cross,7191000,2022,кроссовер,1.5,механика,133558.6735723293,передний привод,белый
Mercedes-Benz,E 320,2500000,1990,седан,3.2,автомат,133558.6735723293,задний привод,черный металлик
Ford,Escort,350000,1991,универсал,1.6,механика,133558.6735723293,передний привод,голубой
